Customer ID,Customer Name,City,Premise,Sales Rep Assigned,Product ID,Product Name,Brand Family,Placement Count,Case Equiv
1012,Uncorked Wines & Spirits (West Milford),West Milford,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
1012,Uncorked Wines & Spirits (West Milford),West Milford,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
1012,Uncorked Wines & Spirits (West Milford),West Milford,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,2.00
1012,Uncorked Wines & Spirits (West Milford),West Milford,Off Premise,Anthony Palmisano,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
1012,Uncorked Wines & Spirits (West Milford),West Milford,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
1015,Greenwood Lake Disc.(P),Hewitt,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,2.00
1015,Greenwood Lake Disc.(P),Hewitt,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
1015,Greenwood Lake Disc.(P),Hewitt,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
1015,Greenwood Lake Disc.(P),Hewitt,Off Premise,Anthony Palmisano,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
1015,Greenwood Lake Disc.(P),Hewitt,Off Premise,Anthony Palmisano,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
1015,Greenwood Lake Disc.(P),Hewitt,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,3.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
2003,Ringwood W&L,Ringwood,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,1.00
2009,Frungillo Caterers,Ringwood,On Premise,Robin Feldman,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,1.00
3001,Best Cellars (Wanaque),Wanaque,Off Premise,Anthony Palmisano,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
3002,The Celtic Knot,Haskell,On Premise,Allison Scott,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
3002,The Celtic Knot,Haskell,On Premise,Allison Scott,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
3002,The Celtic Knot,Haskell,On Premise,Allison Scott,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
3002,The Celtic Knot,Haskell,On Premise,Allison Scott,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
3002,The Celtic Knot,Haskell,On Premise,Allison Scott,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
3006,Wine 2 Spirits (P),Wanaque,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
3006,Wine 2 Spirits (P),Wanaque,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
3006,Wine 2 Spirits (P),Wanaque,Off Premise,Anthony Palmisano,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,2.00
4011,Bloomingdale Fire Dept,Bloomingdale,On Premise,Robin Feldman,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
5006,Roserne Pkg Store South,Butler,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
5006,Roserne Pkg Store South,Butler,Off Premise,Anthony Palmisano,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
5006,Roserne Pkg Store South,Butler,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
5006,Roserne Pkg Store South,Butler,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,2.00
5006,Roserne Pkg Store South,Butler,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
5008,Celtic Crossings,Butler,On Premise,Allison Scott,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,3.00
5008,Celtic Crossings,Butler,On Premise,Allison Scott,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,3.00
5008,Celtic Crossings,Butler,On Premise,Allison Scott,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,3.00
5008,Celtic Crossings,Butler,On Premise,Allison Scott,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,3.00
